om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
287,2007,4,14,4/14/2007,23:50:00,3,GA,13,30,0,0,0,0.05,0,32.3,-82.85,32.37,-82.79,5.92,50,1,1,1,175,0,0,0,0
288,2007,4,15,4/15/2007,0:04:00,3,GA,13,31,1,0,0,0.705,0,32.42,-82.66,32.55,-82.57,14.89,440,1,1,1,283,107,167,107,0
289,2007,4,15,4/15/2007,0:05:00,3,GA,13,32,1,0,0,0.325,0,32.48,-82.84,32.63,-82.58,19.03,100,1,1,1,175,167,0,0,0
290,2007,4,15,4/15/2007,0:56:00,3,GA,13,33,2,0,0,0.25,0,32.56,-82.15,32.63,-82.11,5.39,200,1,1,1,107,0,0,0,0
291,2007,4,15,4/15/2007,1:23:00,3,GA,13,34,1,0,0,0.11,0,31.76,-83.92,31.86,-83.71,14.56,200,1,1,1,321,81,0,0,0
292,2007,4,15,4/15/2007,2:25:00,3,GA,13,35,2,0,0,0.5,0,32.19,-83.18,32.2,-83.12,3.64,200,1,1,1,91,0,0,0,0
968,2007,9,21,9/21/2007,2:45:00,3,GA,13,36,0,0,0,0,0,31.25,-82.47,31.26,-82.47,0.63,100,1,1,1,299,0,0,0,0
1082,2007,12,15,12/15/2007,16:55:00,3,GA,13,37,0,0,0,0.03,0,31.38,-85.03,31.43,-85.01,3.83,75,1,1,1,99,0,0,0,0
1083,2007,12,15,12/15/2007,20:03:00,3,GA,13,38,0,0,0,0.75,0,31.55,-83.91,31.57,-83.85,3.9,75,1,1,1,321,0,0,0,0
1084,2007,12,15,12/15/2007,20:20:00,3,GA,13,39,1,0,1,1.25,0,31.69,-83.68,31.73,-83.64,3.5,125,1,1,1,287,0,0,0,0
1085,2007,12,15,12/15/2007,20:30:00,3,GA,13,40,1,0,0,0.005,0,31.87,-83.46,31.88,-83.45,0.5,100,1,1,1,315,0,0,0,0
1086,2007,12,15,12/15/2007,21:18:00,3,GA,13,41,0,0,0,0.025,0,32.16,-82.92,32.16,-82.91,0.5,25,1,1,1,91,0,0,0,0
1087,2007,12,15,12/15/2007,21:41:00,3,GA,13,42,2,0,0,0.1,0,32.34,-82.66,32.38,-82.62,3.5,200,1,1,1,283,0,0,0,0
208,2008,2,17,2/17/2008,14:52:00,3,GA,13,0,1,0,0,0.15,0,33.44,-85.09,33.48,-85.04,4,150,1,1,1,45,0,0,0,0
210,2008,2,17,2/17/2008,15:52:00,3,GA,13,0,1,8,0,0.88,0,32.16,-85.03,32.76,-83.97,67.9,250,2,1,2,259,53,197,269,0
213,2008,2,17,2/17/2008,18:01:00,3,GA,13,0,0,0,0,0.05,0,32.95,-83.69,32.96,-83.65,2.4,50,1,1,1,169,0,0,0,0
215,2008,2,18,2/18/2008,0:38:00,3,GA,13,0,0,0,0,0.075,0,30.73,-84.55,30.75,-84.52,2.01,75,1,1,1,87,0,0,0,0
216,2008,2,18,2/18/2008,1:00:00,3,GA,13,0,1,1,0,0.15,0,30.94,-84.2,30.98,-84.15,3.94,75,1,1,1,131,0,0,0,0
227,2008,2,26,2/26/2008,4:55:00,3,GA,13,0,3,1,0,8,0,33.56,-85.29,33.58,-85.17,7.21,100,1,1,1,45,0,0,0,0
228,2008,2,26,2/26/2008,5:10:00,3,GA,13,0,1,1,0,7,0,33.58,-85.03,33.58,-84.99,2,100,1,1,1,45,0,0,0,0
229,2008,2,26,2/26/2008,5:25:00,3,GA,13,0,0,0,0,0.005,0,34.04,-84.48,0,0,0.05,20,1,1,1,67,0,0,0,0
264,2008,3,7,3/7/2008,9:20:00,3,GA,13,0,1,0,0,0,0,30.46,-82.2,30.5,-82.12,5.51,100,1,1,1,49,0,0,0,0
265,2008,3,7,3/7/2008,9:20:00,3,GA,13,0,1,0,0,0.001,0.01,31.41,-81.69,31.41,-81.68,0.61,200,1,1,1,305,0,0,0,0
266,2008,3,7,3/7/2008,9:27:00,3,GA,13,0,0,0,0,0,0,31.23,-81.94,0,0,0.01,50,1,1,1,25,0,0,0,0
268,2008,3,7,3/7/2008,9:57:00,3,GA,13,0,0,0,0,0,0,31.58,-81.37,0,0,0.01,25,1,1,1,191,0,0,0,0
269,2008,3,7,3/7/2008,10:30:00,3,GA,13,0,0,0,0,0,0,30.81,-81.5,30.81,-81.48,0.64,100,1,1,1,39,0,0,0,0
270,2008,3,7,3/7/2008,18:25:00,3,GA,13,0,1,1,0,2,0,33.69,-84.73,33.77,-84.66,6.97,100,1,1,1,97,0,0,0,0
275,2008,3,14,3/14/2008,19:38:00,3,GA,13,0,2,30,1,25.05,0,33.77,-84.43,33.73,-84.33,6.25,200,1,1,1,121,89,0,0,0
278,2008,3,15,3/15/2008,10:25:00,3,GA,13,0,3,2,2,7.5,0,34.09,-85.11,34.12,-84.85,16.93,880,1,1,1,233,115,15,0,0
279,2008,3,15,3/15/2008,12:44:00,3,GA,13,0,0,0,0,0,0,34.27,-83.18,34.27,-83.09,3.24,20,1,1,1,119,147,0,0,0
282,2008,3,15,3/15/2008,14:19:00,3,GA,13,0,2,0,0,0.1,0,34.01,-82.73,34.03,-82.6,8.04,100,1,1,1,105,0,0,0,0
285,2008,3,15,3/15/2008,14:28:00,3,GA,13,0,0,0,0,0,0,33.96,-82.59,33.97,-82.58,1.14,110,1,1,1,181,0,0,0,0
296,2008,3,15,3/15/2008,15:48:00,3,GA,13,0,1,2,0,0.14,0,33.6,-82.49,33.58,-82.19,9.9,440,1,1,1,189,73,0,0,0
299,2008,3,15,3/15/2008,16:15:00,3,GA,13,0,2,0,0,0.5,0,33.21,-82.39,33.21,-82,22.07,880,1,1,1,163,33,0,0,0
300,2008,3,15,3/15/2008,16:15:00,3,GA,13,0,0,0,0,0.15,0,33.25,-84.06,33.24,-84,4.42,100,1,1,1,35,0,0,0,0
308,2008,3,15,3/15/2008,17:05:00,3,GA,13,0,1,0,0,0.1,0,33.1,-81.9,33.01,-81.66,15.23,440,1,1,1,33,0,0,0,0
320,2008,3,15,3/15/2008,19:34:00,3,GA,13,0,2,5,0,1.5,0,32.39,-81.31,32.37,-81.21,7,440,1,1,1,103,0,0,0,0
321,2008,3,15,3/15/2008,19:44:00,3,GA,13,0,2,0,0,3,0,32.33,-81.2,0,0,0.5,100,1,1,1,103,0,0,0,0
699,2008,5,11,5/11/2008,2:08:00,3,GA,13,0,2,0,0,2,0,33.55,-85.23,33.55,-85.23,0.06,100,1,1,1,45,0,0,0,0
700,2008,5,11,5/11/2008,2:08:00,3,GA,13,0,2,0,0,0.08,0,33.07,-84.93,33.08,-84.92,1.01,150,1,1,1,285,0,0,0,0
702,2008,5,11,5/11/2008,2:18:00,3,GA,13,0,2,0,0,0.08,0,33.11,-84.89,33.12,-84.83,3.84,300,1,1,1,285,199,0,0,0
703,2008,5,11,5/11/2008,2:25:00,3,GA,13,0,2,0,0,7,0,33.58,-84.96,33.58,-84.96,0.06,100,1,1,1,45,0,0,0,0
706,2008,5,11,5/11/2008,3:30:00,3,GA,13,0,0,0,0,0.006,0,33.62,-84.16,33.56,-84,9.97,100,1,1,1,247,217,0,0,0
707,2008,5,11,5/11/2008,3:50:00,3,GA,13,0,2,0,0,9.05,0,32.82,-83.78,32.74,-82.99,42.24,100,1,1,1,21,289,319,0,0
709,2008,5,11,5/11/2008,4:11:00,3,GA,13,0,0,0,0,0.005,0,32.75,-83.63,32.75,-83.62,1,100,1,1,1,289,0,0,0,0
710,2008,5,11,5/11/2008,4:36:00,3,GA,13,0,2,2,2,1.4,0,32.61,-83.08,32.6,-82.84,13.79,250,1,1,1,175,0,0,0,0
711,2008,5,11,5/11/2008,4:44:00,3,GA,13,0,1,5,0,15.9,0,32.7,-82.88,32.74,-82.71,10.1,581,1,1,1,175,167,0,0,0
712,2008,5,11,5/11/2008,4:45:00,3,GA,13,0,0,0,0,5.155,0,33.03,-82.77,33.03,-82.29,33.63,440,1,1,1,303,163,33,0,0
713,2008,5,11,5/11/2008,4:58:00,3,GA,13,0,1,0,0,0.9,0,32.36,-82.8,32.36,-82.79,0.39,200,1,1,1,175,0,0,0,0
714,2008,5,11,5/11/2008,5:01:00,3,GA,13,0,2,3,0,7.75,0,32.7,-82.52,32.75,-82.41,7.49,880,1,1,1,167,107,0,0,0
715,2008,5,11,5/11/2008,5:11:00,3,GA,13,0,3,0,0,0.225,0,32.34,-82.58,32.33,-82.45,7.66,150,1,1,1,283,209,0,0,0
716,2008,5,11,5/11/2008,5:20:00,3,GA,13,0,2,3,0,0.5,0,32.26,-82.39,32.26,-82.37,1.15,150,1,1,1,279,0,0,0,0
717,2008,5,11,5/11/2008,5:33:00,3,GA,13,0,0,1,0,0.05,0,32.75,-81.99,32.76,-81.97,1.7,1200,1,1,1,165,0,0,0,0
718,2008,5,11,5/11/2008,5:35:00,3,GA,13,0,3,2,0,1.005,0,32.28,-82.24,32.29,-82.13,7.32,200,1,1,1,279,267,0,0,0
719,2008,5,11,5/11/2008,6:10:00,3,GA,13,0,1,0,0,0.125,0,32.26,-81.74,32.26,-81.68,2.25,300,1,1,1,31,0,0,0,0
723,2008,5,11,5/11/2008,7:52:00,3,GA,13,0,4,9,0,12.5,0,31.41,-81.46,31.4,-81.3,11,700,1,1,1,191,0,0,0,0
727,2008,5,11,5/11/2008,12:40:00,3,GA,13,0,1,0,0,0,0,31.23,-81.45,31.2,-81.38,5.22,200,1,1,1,127,0,0,0,0
770,2008,5,20,5/20/2008,16:20:00,3,GA,13,0,0,0,0,0.002,0,33,-82.62,32.99,-82.61,1,50,1,1,1,303,0,0,0,0
771,2008,5,20,5/20/2008,16:35:00,3,GA,13,0,1,4,0,46,0,34.15,-84.52,34.08,-84.45,5.87,1760,1,1,1,57,0,0,0,0
772,2008,5,20,5/20/2008,17:41:00,3,GA,13,0,0,0,0,0.056,0,33.04,-82.23,33.01,-82.05,10.43,600,1,1,1,33,0,0,0,0
773,2008,5,20,5/20/2008,19:00:00,3,GA,13,0,1,0,0,0.076,0,33.18,-82.87,33.14,-82.8,4.83,125,1,1,1,141,303,0,0,0
1255,2008,6,19,6/19/2008,13:37:00,3,GA,13,0,1,0,0,3.1,0,31.99,-81.07,0,0,0.75,100,1,1,1,51,0,0,0,0
1451,2008,8,23,8/23/2008,14:50:00,3,GA,13,0,1,0,0,0.025,0,31.29,-83.47,31.3,-83.49,1.4,75,1,1,1,75,0,0,0,0
1474,2008,8,25,8/25/2008,20:02:00,3,GA,13,0,0,0,0,0.075,0,31.17,-84.83,31.18,-84.82,0.95,75,1,1,1,201,0,0,0,0
1475,2008,8,26,8/26/2008,10:10:00,3,GA,13,0,0,0,0,0,0,33.06,-83.8,33.06,-83.8,0.29,50,1,1,1,207,0,0,0,0
1477,2008,8,26,8/26/2008,10:25:00,3,GA,13,0,1,0,0,0.55,0,34.37,-83.86,34.39,-83.86,1.14,200,1,1,1,139,0,0,0,0
1478,2008,8,26,8/26/2008,12:18:00,3,GA,13,0,1,0,0,0,0,34.44,-82.92,34.59,-82.87,12.44,30,2,0,1,0,0,0,0,0
1478,2008,8,26,8/26/2008,12:18:00,3,GA,13,0,1,0,0,0,0,34.44,-82.92,34.48,-82.91,3.13,30,2,1,2,147,0,0,0,0
1482,2008,8,26,8/26/2008,13:38:00,3,GA,13,0,1,0,0,0.75,0,34.21,-83.89,34.27,-83.85,4.82,100,1,1,1,139,0,0,0,0
1484,2008,8,26,8/26/2008,14:20:00,3,GA,13,0,1,0,0,0.1,0,34.33,-83.71,34.33,-83.7,0.77,100,1,1,1,139,0,0,0,0
1485,2008,8,26,8/26/2008,14:30:00,3,GA,13,0,1,3,0,0.35,0,34.12,-83.55,34.2,-83.46,7.64,100,1,1,1,157,0,0,0,0
1488,2008,8,26,8/26/2008,16:55:00,3,GA,13,0,0,0,0,0.03,0,33.9,-82.78,33.96,-82.73,5.06,100,1,1,1,317,0,0,0,0
1623,2008,10,8,10/8/2008,14:35:00,3,GA,13,0,0,0,0,0.125,0,33.48,-84.44,33.48,-84.44,0.05,50,1,1,1,113,0,0,0,0
1625,2008,10,9,10/9/2008,9:43:00,3,GA,13,0,0,0,0,0,0,30.79,-82.56,0,0,0.25,30,1,1,1,65,0,0,0,0
1628,2008,10,24,10/24/2008,16:55:00,3,GA,13,0,0,0,0,0.001,0,31.02,-81.81,0,0,0.25,25,1,1,1,39,0,0,0,0
1672,2008,12,10,12/10/2008,6:41:00,3,GA,13,0,0,0,0,0.6,0,33.77,-85.23,33.77,-85.23,0.1,50,1,1,1,143,0,0,0,0
1673,2008,12,11,12/11/2008,8:55:00,3,GA,13,0,0,0,0,0,0,31.29,-82.23,31.29,-82.23,0.65,50,1,1,1,229,0,0,0,0
2,2009,1,6,1/6/2009,16:05:00,3,GA,13,0,0,0,0,0.05,0,34.3227,-85.3844,34.3515,-85.3727,2.1,100,1,1,1,55,0,0,0,0
3,2009,1,7,1/7/2009,2:00:00,3,GA,13,0,0,0,0,0.025,0,32.9789,-83.8904,32.9858,-83.8414,2.88,100,1,1,1,207,0,0,0,0
23,2009,2,18,2/18/2009,16:45:00,3,GA,13,0,0,0,0,0.05,0,32.4908,-84.1491,32.4918,-84.083,3.85,33,1,1,1,269,0,0,0,0
24,2009,2,18,2/18/2009,17:25:00,3,GA,13,0,0,0,0,0,0,32.6531,-83.5979,32.6531,-83.5979,0.01,1,1,1,1,153,0,0,0,0
25,2009,2,18,2/18/2009,17:44:00,3,GA,13,0,1,0,0,0.2,0,33.74,-83.4292,33.7383,-83.3528,5.44,880,1,1,1,219,0,0,0,0
26,2009,2,18,2/18/2009,18:15:00,3,GA,13,0,1,0,0,0.25,0,33.3,-83.5973,33.3,-83.5454,3,440,1,1,1,159,0,0,0,0
27,2009,2,18,2/18/2009,18:19:00,3,GA,13,0,1,1,0,0.2,0,33.3,-83.5,33.2833,-83.35,8.74,1320,1,1,1,237,0,0,0,0
28,2009,2,18,2/18/2009,18:26:00,3,GA,13,0,3,0,0,0.3,0.05,33.67,-82.87,33.638,-82.529,19.74,880,1,1,1,317,189,0,0,0
30,2009,2,18,2/18/2009,19:05:00,3,GA,13,0,1,0,0,0.625,0,33.5102,-83.8848,33.5148,-83.8358,2.84,200,1,1,1,217,0,0,0,0
31,2009,2,18,2/18/2009,19:16:00,3,GA,13,0,1,0,0,0.125,0,33.4499,-83.7442,33.4205,-83.6245,7.19,440,1,1,1,159,0,0,0,0
32,2009,2,18,2/18/2009,19:30:00,3,GA,13,0,2,0,0,1.326,0,33.2232,-84.7678,33.21,-84.43,20.43,1760,1,1,1,199,77,255,0,0
33,2009,2,18,2/18/2009,21:48:00,3,GA,13,0,3,3,1,0.55,0,33.26,-82.89,33.26,-82.71,10.4,500,1,1,1,141,301,125,0,0
34,2009,2,18,2/18/2009,23:50:00,3,GA,13,0,2,0,0,1,0,30.8043,-84.182,30.8124,-84.0823,5.94,250,1,1,1,131,0,0,0,0
35,2009,2,18,2/18/2009,23:55:00,3,GA,13,0,2,0,0,10,0,30.8124,-84.0815,30.8101,-83.9055,10.44,400,1,1,1,275,0,0,0,0
36,2009,2,19,2/19/2009,0:20:00,3,GA,13,0,3,0,0,0.1,0,30.8239,-83.7993,30.8241,-83.7748,1.45,500,1,1,1,275,0,0,0,0
77,2009,3,15,3/15/2009,11:55:00,3,GA,13,0,0,0,0,0.127,0,32.26,-84.43,32.275,-84.395,2.33,100,1,1,1,197,249,0,0,0
138,2009,3,28,3/28/2009,8:50:00,3,GA,13,0,0,0,0,0.1,0,32.1376,-83.8394,32.1402,-83.8358,0.28,50,1,1,1,93,0,0,0,0
155,2009,3,31,3/31/2009,16:12:00,3,GA,13,0,0,0,0,0,0,31.27,-83.68,31.27,-83.68,0.06,25,1,1,1,71,0,0,0,0
226,2009,4,10,4/10/2009,15:00:00,3,GA,13,0,2,0,0,0.9,0,34.49,-85.366,34.49,-85.36,0.34,200,1,1,1,55,0,0,0,0
227,2009,4,10,4/10/2009,16:04:00,3,GA,13,0,1,0,0,0.025,0,34.49,-84.4,34.49,-84.34,3.42,440,1,1,1,227,0,0,0,0
229,2009,4,10,4/10/2009,16:53:00,3,GA,13,0,2,0,0,0,0,34.43,-83.2659,34.453,-83.1168,9.5,200,1,1,1,119,0,0,0,0
230,2009,4,10,4/10/2009,16:57:00,3,GA,13,0,1,0,0,0.2,0,34.1984,-84.0762,34.1976,-84.0731,0.19,200,1,1,1,117,0,0,0,0
244,2009,4,10,4/10/2009,19:46:00,3,GA,13,0,1,0,0,0.1,0,32.359,-84.834,32.3406,-84.7753,3.66,440,1,1,1,53,0,0,0,0
246,2009,4,10,4/10/2009,19:53:00,3,GA,13,0,0,0,0,0.072,0,33.4593,-82.4398,33.4606,-82.4325,0.43,40,1,1,1,189,0,0,0,0
247,2009,4,10,4/10/2009,20:00:00,3,GA,13,0,1,0,0,0.15,0,32.323,-84.703,32.3101,-84.6418,3.69,100,1,1,1,53,0,0,0,0
248,2009,4,10,4/10/2009,20:19:00,3,GA,13,0,0,0,0,0.01,0,33.2924,-83.0002,33.3061,-82.9915,1.07,33,1,1,1,141,0,0,0,0
250,2009,4,10,4/10/2009,20:23:00,3,GA,13,0,0,0,0,0.007,0,33.2905,-82.9712,33.2916,-82.9657,0.33,33,1,1,1,141,0,0,0,0
251,2009,4,10,4/10/2009,20:28:00,3,GA,13,0,3,1,0,0.5,0.25,33.2922,-82.935,33.3021,-82.8179,6.8,880,1,1,1,141,0,0,0,0
252,2009,4,10,4/10/2009,20:30:00,3,GA,13,0,3,12,0,6,0,33.469,-82.263,33.4263,-81.9608,17.68,880,1,1,1,73,245,0,0,0
253,2009,4,10,4/10/2009,20:56:00,3,GA,13,0,0,0,0,0.004,0,33.2286,-82.596,33.228,-82.5906,0.32,150,1,1,1,125,0,0,0,0
255,2009,4,10,4/10/2009,21:00:00,3,GA,13,0,1,0,0,0.38,0.25,32.1,-84.02,32.03,-83.59,25.09,250,1,1,1,261,93,315,0,0
256,2009,4,10,4/10/2009,21:20:00,3,GA,13,0,0,0,0,0.05,0,32.129,-83.78,32.1332,-83.6853,5.55,100,1,1,1,93,0,0,0,0
257,2009,4,10,4/10/2009,21:34:00,3,GA,13,0,3,4,0,3,0,33.12,-82.191,33.12,-81.736,26.33,880,1,1,1,33,0,0,0,0
258,2009,4,10,4/10/2009,21:40:00,3,GA,13,0,1,0,0,0.005,0,32.045,-84.381,32.0411,-84.3611,1.2,200,1,1,1,261,0,0,0,0
259,2009,4,10,4/10/2009,22:02:00,3,GA,13,0,1,0,0,0.102,0,33.25,-82.51,33.25,-82.43,4.62,200,1,1,1,125,163,0,0,0
260,2009,4,10,4/10/2009,22:15:00,3,GA,13,0,1,0,0,1.7,0.5,31.95,-83.98,31.87,-83.41,28.21,200,1,1,1,261,81,315,0,0
262,2009,4,10,4/10/2009,22:24:00,3,GA,13,0,1,0,0,0.3,0,31.9168,-84.5537,31.9172,-84.5435,0.6,100,1,1,1,273,0,0,0,0
265,2009,4,10,4/10/2009,22:34:00,3,GA,13,0,0,0,0,0.005,0,33.2615,-82.1822,33.2658,-82.1441,2.2,100,1,1,1,33,0,0,0,0
271,2009,4,13,4/13/2009,10:40:00,3,GA,13,0,1,0,0,0.2,0,31.6815,-83.2614,31.7197,-83.241,2.9,100,1,1,1,17,0,0,0,0
272,2009,4,13,4/13/2009,12:40:00,3,GA,13,0,0,0,0,0,0,31.6916,-82.4288,31.7234,-82.3422,5.54,100,1,1,1,1,0,0,0,0
273,2009,4,13,4/13/2009,14:40:00,3,GA,13,0,1,0,0,0.035,0,31.51,-81.49,31.51,-81.49,8,770,1,1,1,191,0,0,0,0
324,2009,4,19,4/19/2009,21:00:00,3,GA,13,0,1,2,0,5,0,34.0825,-84.4559,34.0942,-84.4347,1.46,880,1,1,1,57,0,0,0,0
325,2009,4,19,4/19/2009,21:35:00,3,GA,13,0,1,0,0,3,0,32.47,-84.99,32.4745,-84.9565,1.98,250,2,1,2,215,0,0,0,0
603,2009,6,4,6/4/2009,14:03:00,3,GA,13,0,0,0,0,0,0,31.1151,-81.6027,31.1416,-81.5841,2.14,75,1,1,1,127,0,0,0,0
609,2009,6,4,6/4/2009,18:50:00,3,GA,13,0,0,0,0,0.035,0,31.4,-83.91,31.4002,-83.9072,0.17,50,1,1,1,321,0,0,0,0
1112,2009,10,15,10/15/2009,17:00:00,3,GA,13,0,1,0,0,0.13,0,32,-84.25,31.99,-84.22,2.11,100,1,1,1,261,0,0,0,0
999,2009,10,27,10/27/2009,15:56:00,3,GA,13,0,0,0,0,0.015,0,31.8789,-81.8201,31.8793,-81.8199,0.03,55,1,1,1,183,0,0,0,0
998,2009,10,27,10/27/2009,16:28:00,3,GA,13,0,2,0,0,0,0.425,32.002,-81.712,32.013,-81.708,0.8,880,1,1,1,179,0,0,0,0
1138,2009,12,2,12/2/2009,12:30:00,3,GA,13,0,0,0,0,0.015,0,33.09,-83.74,33.1,-83.72,1.53,100,1,1,1,169,0,0,0,0
1137,2009,12,2,12/2/2009,12:55:00,3,GA,13,0,0,0,0,0.1,0,33.32,-83.45,33.34,-83.44,1.71,100,1,1,1,237,0,0,0,0
1107,2009,12,2,12/2/2009,13:02:00,3,GA,13,0,0,0,0,0.12,0,33.43,-83.33,33.44,-83.32,0.8,100,1,1,1,237,0,0,0,0
1108,2009,12,2,12/2/2009,13:15:00,3,GA,13,0,0,0,0,0,0,31.49,-82.79,31.51,-82.74,3.23,100,1,1,1,69,0,0,0,0
1109,2009,12,2,12/2/2009,13:45:00,3,GA,13,0,1,0,0,3,0,31.62,-82.58,31.63,-82.58,0.66,100,1,1,1,5,0,0,0,0
1110,2009,12,2,12/2/2009,14:15:00,3,GA,13,0,2,2,0,0,0,31.51,-82.24,31.57,-82.19,5.13,440,1,1,1,229,1,0,0,0
1114,2009,12,9,12/9/2009,13:15:00,3,GA,13,0,1,1,0,0,0,31.59,-81.85,31.6,-81.82,1.6,250,1,1,1,305,0,0,0,0
19,2010,1,21,1/21/2010,11:45:00,3,GA,13,1,0,0,0,0,0,30.5172,-82.0508,30.525,-82.04,0.84,200,1,1,1,49,0,0,0,0
50,2010,3,12,3/12/2010,15:48:00,3,GA,13,2,0,0,0,0.05,0,32.23,-83.75,32.2318,-83.724,1.53,100,1,1,1,93,0,0,0,0
72,2010,4,8,4/8/2010,14:50:00,3,GA,13,3,1,0,0,0.218,0,33.7713,-83.5032,33.7842,-83.474,1.77,50,1,1,1,211,0,0,0,0
167,2010,4,24,4/24/2010,22:33:00,3,GA,13,4,1,0,0,1.2,0,34.5474,-85.5183,34.5678,-85.3433,10.06,300,2,1,2,55,0,0,0,0
239,2010,5,3,5/3/2010,12:02:00,3,GA,13,5,0,0,0,0.075,0,33.0637,-83.3343,33.1358,-83.23,7.83,75,1,1,1,9,0,0,0,0
1086,2010,9,27,9/27/2010,16:34:00,3,GA,13,6,0,0,0,0.015,0,32.6401,-83.03,32.6406,-83.0283,0.1,50,1,1,1,175,0,0,0,0
1121,2010,10,25,10/25/2010,3:20:00,3,GA,13,7,1,0,0,0.25,0,34.7436,-85.5602,34.75,-85.4848,4.3,150,2,1,2,83,0,0,0,0
1123,2010,10,25,10/25/2010,3:52:00,3,GA,13,8,0,0,0,0.04,0,34.9458,-85.0404,34.9464,-85.0374,0.17,75,1,1,1,47,0,0,0,0
1189,2010,10,27,10/27/2010,13:36:00,3,GA,13,9,0,0,0,0.425,0,34.149,-84.4472,34.155,-84.4353,0.79,75,1,1,1,57,0,0,0,0
1247,2010,11,30,11/30/2010,14:38:00,3,GA,13,10,2,0,0,5,0,34.0426,-83.9505,34.0695,-83.9331,2.11,100,1,1,1,135,0,0,0,0
1248,2010,11,30,11/30/2010,15:12:00,3,GA,13,11,0,0,0,0.2555,0,33.2915,-84.0838,33.3208,-84.0535,2.69,50,1,1,1,35,151,35,0,0
291892,2011,3,9,3/9/2011,13:10:00,3,GA,13,1,0,0,0,0.004,0,31.3254,-83.928,31.3307,-83.9255,0.4,30,1,1,1,71,0,0,0,0
290235,2011,3,26,3/26/2011,15:40:00,3,GA,13,2,0,0,0,0.03,0,31.9196,-83.933,31.9216,-83.921,0.72,200,1,1,1,261,81,0,0,0
294628,2011,3,26,3/26/2011,15:54:00,3,GA,13,3,0,0,0,0.005,0,31.7475,-84.1567,31.7518,-84.1544,0.33,10,1,1,1,177,0,0,0,0
294641,2011,3,26,3/26/2011,16:35:00,3,GA,13,4,0,0,0,0,0,31.88,-85.11,31.8802,-85.108,0.12,10,1,1,1,239,0,0,0,0
294647,2011,3,26,3/26/2011,17:22:00,3,GA,13,5,1,0,0,0.065,0,31.88,-84.74,31.8822,-84.7333,0.42,20,1,1,1,243,0,0,0,0
294363,2011,3,26,3/26/2011,17:40:00,3,GA,13,6,0,0,0,0.04,0,32.61,-81.95,32.6102,-81.9407,0.6,100,1,1,1,31,0,0,0,0
294365,2011,3,26,3/26/2011,17:42:00,3,GA,13,7,1,0,0,0.25,0,32.61,-81.91,32.6096,-81.8554,3.1,440,1,1,1,31,0,0,0,0
290725,2011,3,26,3/26/2011,19:36:00,3,GA,13,8,1,0,0,0.25,0,32.6,-82.8309,32.6,-82.7708,3.5,500,1,1,1,175,0,0,0,0
294213,2011,4,4,4/4/2011,19:33:00,3,GA,13,9,1,0,0,1,0,34.638,-84.5923,34.6463,-84.547,2.64,880,1,1,1,123,0,0,0,0
294216,2011,4,4,4/4/2011,19:34:00,3,GA,13,10,0,0,0,0.5,0,34.7206,-84.6039,34.7338,-84.5759,1.83,880,1,1,1,123,0,0,0,0
295301,2011,4,4,4/4/2011,23:30:00,3,GA,13,11,1,0,0,0.3,0,32.7119,-83.7127,32.7223,-83.698,1.11,50,1,1,1,21,0,0,0,0
295351,2011,4,5,4/5/2011,0:39:00,3,GA,13,12,2,2,1,0.15,0,32.2846,-83.3234,32.3011,-83.2735,3.13,50,1,1,1,91,0,0,0,0
298563,2011,4,15,4/15/2011,17:50:00,3,GA,13,13,0,0,0,0.005,0,32.6954,-84.8575,32.696,-84.8504,0.43,50,1,1,1,145,0,0,0,0
300454,2011,4,16,4/16/2011,2:50:00,3,GA,13,14,1,0,0,0.25,0,32.3749,-84.8532,32.3737,-84.8574,0.26,50,1,1,1,53,0,0,0,0
300455,2011,4,16,4/16/2011,4:02:00,3,GA,13,15,1,0,0,2,0,32.8628,-83.716,32.9002,-83.6762,3.46,500,1,1,1,21,0,0,0,0
301964,2011,4,27,4/27/2011,6:40:00,3,GA,13,16,1,0,0,1,0,34.8586,-85.5323,34.9815,-85.4422,9.9,100,1,1,1,83,0,0,0,0
301925,2011,4,27,4/27/2011,15:35:00,3,GA,13,17,3,50,2,25,0,34.8431,-85.5799,34.9531,-85.2666,19.32,1056,2,1,2,83,295,0,0,0
301829,2011,4,27,4/27/2011,17:50:00,3,GA,13,18,1,0,0,0.15,0,34.7333,-85.5578,34.7661,-85.5241,2.97,100,2,1,2,83,0,0,0,0
305268,2011,4,27,4/27/2011,18:15:00,3,GA,13,19,4,335,20,68.25,0,34.8744,-85.1785,35.37,-84.6,48,800,2,0,1,0,0,0,0,0
305268,2011,4,27,4/27/2011,18:15:00,3,GA,13,19,4,30,8,25,0,34.8744,-85.1785,34.9868,-85.0485,10.7,586,2,1,2,47,0,0,0,0
314829,2011,4,27,4/27/2011,18:45:00,3,GA,13,20,2,4,0,12.25,0,34.0664,-85.419,34.19,-84.99,26.03,880,2,1,2,233,115,15,0,0
305917,2011,4,27,4/27/2011,19:20:00,3,GA,13,21,3,25,0,23.35,0,34.2703,-84.8674,34.4774,-84.5513,23.05,880,1,1,1,15,57,227,0,0
306267,2011,4,27,4/27/2011,20:30:00,3,GA,13,22,3,1,1,5.85,0,34.6656,-83.9427,34.9267,-83.379,36.99,900,1,1,1,187,311,137,241,0
